date,pm25,temperature_c,humidity_pct,wind_speed_kmh,precipitation_mm
2025-06-08,23.0,38.0,25,5.9,0.0
2025-06-09,28.5,38.7,22,6.9,0.0
2025-06-10,24.1,38.8,20,8.6,0.0
2025-06-11,26.4,39.2,23,6.8,0.0
2025-06-12,33.6,39.7,18,7.0,0.0
2025-06-13,42.7,38.0,29,8.3,0.0
2025-06-14,31.5,36.7,38,7.0,0.0
2025-06-15,31.2,36.5,33,5.6,0.0
2025-06-16,42.8,31.5,59,5.8,0.9
2025-06-17,39.5,29.8,67,7.4,3.1
2025-06-18,46.5,33.1,54,4.9,0.0
2025-06-19,43.2,34.8,49,6.3,0.1
2025-06-20,40.0,34.9,51,8.3,0.3
2025-06-21,40.1,34.2,58,9.2,0.3
2025-06-22,48.4,30.7,76,7.9,17.8
2025-06-23,65.5,32.2,74,5.9,1.1
2025-06-24,37.4,32.1,73,8.2,1.7
2025-06-25,50.3,30.6,80,10.7,9.8
2025-06-26,43.5,28.5,85,7.5,6.1
2025-06-27,86.4,29.3,85,6.5,8.1
2025-06-28,62.7,31.5,76,6.8,2.3
2025-06-29,50.3,30.2,79,7.5,4.8
2025-06-30,38.2,29.1,84,8.9,7.3
2025-07-01,45.1,29.1,82,10.4,0.6
2025-07-02,37.8,30.4,78,5.4,0.8
2025-07-03,29.1,30.1,79,6.8,5.4
2025-07-04,50.9,31.1,77,5.8,1.8
2025-07-05,53.6,31.5,78,7.6,6.0
2025-07-06,29.0,29.6,83,8.3,6.7
2025-07-07,44.0,29.2,84,5.6,22.1
2025-07-08,34.7,29.0,84,5.0,22.7
2025-07-09,26.3,28.8,84,5.0,29.4
2025-07-10,37.6,27.3,87,8.0,6.4
2025-07-11,47.1,29.1,77,5.0,0.0
2025-07-12,58.2,30.1,75,3.7,0.0
2025-07-13,82.5,29.7,79,4.6,0.2
2025-07-14,69.9,29.0,80,5.9,2.5
2025-07-15,60.5,27.8,86,9.1,38.8
2025-07-16,44.5,27.7,86,14.6,27.6
2025-07-17,47.9,28.6,86,9.1,11.9
2025-07-18,84.8,29.2,82,4.5,3.0
2025-07-19,59.7,30.8,76,4.8,0.1
2025-07-20,33.4,30.7,75,5.5,0.0
2025-07-21,27.8,29.7,79,7.9,0.3
2025-07-22,40.7,28.9,85,7.3,0.8
2025-07-23,65.3,28.2,87,6.3,11.9
2025-07-24,59.0,28.3,86,4.8,9.8
2025-07-25,42.8,29.0,82,3.3,10.7
2025-07-26,44.8,30.9,80,2.8,0.5
2025-07-27,62.7,31.8,77,3.3,0.1
2025-07-28,76.8,31.8,76,4.9,0.1
2025-07-29,44.6,30.0,84,9.5,13.3
2025-07-30,27.1,28.8,85,9.8,15.9
2025-07-31,24.3,28.4,85,8.7,3.7
2025-08-01,31.9,27.3,92,7.4,17.8
2025-08-02,38.7,29.0,85,4.6,0.2
2025-08-03,44.8,30.1,82,4.2,2.2
2025-08-04,33.2,30.5,77,6.2,0.2
2025-08-05,21.7,29.9,79,7.3,1.8
2025-08-06,19.3,28.9,80,6.6,0.5
2025-08-07,42.6,29.7,78,5.4,0.1
2025-08-08,33.4,31.1,73,5.9,0.8
2025-08-09,43.8,30.1,78,5.4,3.3
2025-08-10,32.5,31.4,74,3.1,0.3
2025-08-11,30.2,32.5,67,6.4,0.0
2025-08-12,37.9,28.6,84,6.0,19.3
2025-08-13,36.3,31.0,75,4.3,0.2
2025-08-14,41.8,28.2,87,6.5,15.5
2025-08-15,45.9,29.0,83,3.7,0.4
2025-08-16,44.6,30.0,81,5.1,1.6
2025-08-17,40.6,29.8,81,8.7,0.3
2025-08-18,29.8,28.0,88,8.3,11.3
2025-08-19,35.0,29.9,78,5.6,0.0
2025-08-20,19.2,28.4,82,6.6,15.6
2025-08-21,34.2,29.5,79,4.1,0.2
2025-08-22,55.0,30.3,77,3.0,0.1
2025-08-23,47.7,29.1,84,8.1,14.1
2025-08-24,19.4,27.0,88,7.2,12.8
2025-08-25,22.0,24.4,94,9.1,55.7
2025-08-26,41.5,25.6,90,9.7,50.4
2025-08-27,40.6,27.6,87,7.4,15.1
2025-08-28,53.4,29.1,84,5.0,0.4
2025-08-29,43.3,28.4,87,8.1,11.2
2025-08-30,32.6,26.7,91,9.0,33.7
2025-08-31,31.0,25.4,94,8.1,25.6
2025-09-01,16.5,25.7,87,11.2,25.1
2025-09-02,23.3,25.0,87,11.3,63.1
2025-09-03,39.8,25.2,87,8.9,3.2
2025-09-04,30.5,26.7,85,6.7,0.4
2025-09-05,40.0,28.4,80,2.8,0.0
2025-09-06,22.1,28.9,79,4.3,0.2
2025-09-07,24.0,27.6,86,5.3,4.3
2025-09-08,41.3,26.5,90,5.4,7.0
2025-09-09,57.3,28.1,84,3.8,0.8
2025-09-10,48.8,28.9,78,7.6,0.0
2025-09-11,30.4,28.5,79,5.9,0.0
2025-09-12,30.4,29.0,78,4.7,0.0
2025-09-13,43.4,29.5,76,3.0,0.0
2025-09-14,33.9,30.0,72,3.5,0.0
2025-09-15,33.2,30.3,72,4.3,0.0
2025-09-16,28.6,30.0,72,6.1,0.3
2025-09-17,47.3,30.8,67,3.8,0.0
2025-09-18,50.4,31.0,64,5.2,0.0
2025-09-19,39.1,30.1,65,4.0,0.3
2025-09-20,58.5,31.0,61,3.8,0.0
2025-09-21,60.1,32.1,55,5.0,0.0
2025-09-22,33.2,32.4,51,5.8,0.0
2025-09-23,39.1,32.3,48,6.0,0.0
2025-09-24,48.4,31.7,53,5.7,0.0
2025-09-25,48.7,31.7,52,4.1,0.0
2025-09-26,44.2,31.9,55,5.0,0.0
2025-09-27,46.1,31.7,53,4.5,0.0
2025-09-28,68.8,31.1,58,4.3,0.0
2025-09-29,84.1,30.7,65,3.7,0.1
2025-09-30,99.8,31.2,61,3.7,0.0
2025-10-01,81.5,29.7,64,5.8,0.0
2025-10-02,75.5,29.3,67,5.5,1.5
2025-10-03,50.3,27.4,73,6.4,1.0
2025-10-04,78.0,26.8,70,5.8,2.2
2025-10-05,35.3,24.5,71,6.8,11.9
2025-10-06,32.2,21.0,88,9.5,15.5
2025-10-07,20.2,20.8,82,6.9,4.0
2025-10-08,52.5,22.0,78,4.6,0.0
2025-10-09,58.9,23.0,69,3.5,0.0
2025-10-10,62.7,23.9,67,4.4,0.0
2025-10-11,72.6,24.6,65,5.5,0.0
2025-10-12,66.4,25.2,61,5.0,0.0
2025-10-13,65.8,25.1,59,3.4,0.0
2025-10-14,98.7,25.6,58,3.1,0.0
2025-10-15,99.5,26.0,57,3.2,0.0
2025-10-16,107.0,26.5,55,3.4,0.0
2025-10-17,108.0,26.3,57,3.1,0.0
2025-10-18,113.0,26.2,58,3.2,0.0
2025-10-19,108.0,26.0,60,3.6,0.0
2025-10-20,135.0,25.9,53,2.9,0.0
2025-10-21,109.0,25.8,49,5.1,0.0
2025-10-22,115.0,25.1,51,5.1,0.0
2025-10-23,121.0,25.3,54,3.6,0.0
2025-10-24,185.0,25.3,60,3.1,0.0
2025-10-25,164.0,24.9,63,3.1,0.0
2025-10-26,167.0,24.1,68,3.2,0.0
2025-10-27,194.0,23.7,70,2.9,0.0
2025-10-28,162.0,23.7,70,3.8,0.0
2025-10-29,199.0,23.5,72,2.8,0.0
2025-10-30,242.0,24.1,69,3.5,0.0
2025-10-31,187.0,24.2,66,4.0,0.0
2025-11-01,189.0,24.1,62,4.3,0.0
2025-11-02,175.0,23.8,61,4.5,0.0
2025-11-03,139.0,23.1,67,2.0,0.0
2025-11-04,168.0,22.4,59,9.9,2.2
2025-11-05,66.5,20.2,59,9.5,0.0
2025-11-06,79.0,18.9,55,6.6,0.0
2025-11-07,120.0,18.9,53,4.7,0.0
2025-11-08,115.0,19.1,54,4.2,0.0
2025-11-09,141.0,18.8,57,4.7,0.0
2025-11-10,167.0,18.5,62,2.6,0.0
2025-11-11,159.0,18.3,65,2.9,0.0
2025-11-12,171.0,18.1,64,3.7,0.0
2025-11-13,181.0,18.0,61,3.9,0.0
2025-11-14,160.0,17.6,64,2.5,0.0
2025-11-15,165.0,17.6,68,1.3,0.0
2025-11-16,147.0,17.2,68,1.8,0.0
2025-11-17,166.0,16.9,68,2.6,0.0
2025-11-18,209.0,17.5,67,2.7,0.0
2025-11-19,195.0,17.5,67,2.7,0.0
2025-11-20,171.0,17.5,66,2.8,0.0
2025-11-21,223.0,17.5,68,3.7,0.0
2025-11-22,193.0,17.1,69,2.9,0.0
2025-11-23,175.0,17.0,68,2.7,0.0
2025-11-24,157.0,16.3,67,3.2,0.0
2025-11-25,189.0,15.9,68,3.7,0.0
2025-11-26,170.0,15.5,68,2.7,0.0
2025-11-27,169.0,14.8,71,2.6,0.0
2025-11-28,179.0,14.9,68,3.9,0.0
2025-11-29,171.0,14.7,65,4.1,0.0
2025-11-30,154.0,14.0,61,4.1,0.0
2025-12-01,154.0,14.5,63,2.2,0.0
2025-12-02,234.0,13.9,69,3.0,0.0
2025-12-03,215.0,13.9,69,3.7,0.0
2025-12-04,191.0,14.1,62,4.0,0.0
2025-12-05,187.0,14.1,63,2.9,0.0
2025-12-06,180.0,14.3,65,5.6,0.0
2025-12-07,202.0,14.8,68,3.2,0.0
2025-12-08,190.0,15.4,66,5.8,0.0
2025-12-09,155.0,15.5,62,5.0,0.0
2025-12-10,183.0,15.4,67,3.1,0.0
2025-12-11,208.0,15.3,74,2.3,0.0
2025-12-12,226.0,14.9,80,1.7,0.0
2025-12-13,276.0,14.6,86,4.7,0.0
2025-12-14,270.0,15.5,81,3.4,0.0
2025-12-15,268.0,15.6,76,5.0,0.0
2025-12-16,231.0,16.1,70,6.3,0.0
2025-12-17,185.0,16.3,73,3.9,0.0
2025-12-18,158.0,16.0,74,1.8,0.0
2025-12-19,249.0,14.8,84,1.9,0.0
2025-12-20,210.0,13.5,92,3.7,0.0
2025-12-21,260.0,14.3,90,6.0,0.0
2025-12-22,277.0,14.5,88,3.2,1.1
2025-12-23,153.0,15.3,78,6.8,0.0
2025-12-24,84.0,14.7,64,5.8,0.0
2025-12-25,140.0,14.3,64,4.0,0.0
2025-12-26,166.0,14.9,70,2.6,0.0
2025-12-27,251.0,14.2,75,3.2,0.0
2025-12-28,279.0,13.0,80,1.7,0.0
2025-12-29,328.0,11.4,87,1.9,0.0
2025-12-30,233.0,12.4,85,2.8,0.0
2025-12-31,267.0,12.1,89,4.3,0.6
2026-01-01,269.0,11.6,94,6.2,1.3
2026-01-02,188.0,11.7,90,5.0,0.0
2026-01-03,155.0,11.6,89,4.0,0.0
2026-01-04,120.0,11.3,90,2.8,0.0
2026-01-05,117.0,11.6,89,3.6,0.0
2026-01-06,175.0,11.0,88,2.8,0.0
2026-01-07,220.0,9.9,92,2.4,0.0
2026-01-08,200.0,8.8,92,2.6,0.0
2026-01-09,170.0,8.3,90,3.3,0.0
2026-01-10,183.0,7.4,90,4.4,0.0
2026-01-11,207.0,7.4,89,4.4,0.0
2026-01-12,249.0,7.9,88,2.8,0.0
2026-01-13,247.0,8.0,91,2.0,0.0
2026-01-14,257.0,8.2,90,2.2,0.0
2026-01-15,289.0,8.2,92,1.7,0.0
2026-01-16,283.0,8.0,95,2.8,0.0
2026-01-17,210.0,9.7,91,3.9,0.0
2026-01-18,136.0,10.4,90,2.5,0.0
2026-01-19,206.0,11.5,89,3.2,0.0
2026-01-20,174.0,13.0,84,4.3,0.0
2026-01-21,189.0,13.1,76,3.5,0.0
2026-01-22,153.0,12.8,79,9.7,6.5
2026-01-23,45.3,12.3,70,13.3,3.8
2026-01-24,77.4,8.4,70,5.2,0.0
2026-01-25,102.0,11.2,74,5.1,0.0
2026-01-26,172.0,11.9,80,3.9,1.1
2026-01-27,110.0,12.5,86,6.0,1.5
2026-01-28,100.0,12.0,85,3.8,0.0
2026-01-29,136.0,12.7,73,4.7,0.0
2026-01-30,129.0,14.2,71,2.6,0.0
2026-01-31,143.0,13.2,76,3.8,0.0
2026-02-01,176.0,13.9,79,4.1,0.0
2026-02-02,179.0,13.7,82,3.5,0.0
2026-02-03,147.0,14.5,68,4.0,0.0
2026-02-04,152.0,15.1,66,5.5,0.0
2026-02-05,121.0,15.9,51,4.7,0.0
2026-02-06,137.0,16.4,62,3.8,0.0
2026-02-07,77.2,17.4,51,7.6,0.0
2026-02-08,98.5,17.2,44,4.9,0.0
2026-02-09,124.0,17.8,55,4.4,0.0
2026-02-10,122.0,17.0,68,6.8,0.0
2026-02-11,66.4,18.1,53,8.8,0.0
2026-02-12,102.0,18.4,49,4.7,0.0
2026-02-13,102.0,19.1,47,4.8,0.0
2026-02-14,125.0,19.4,58,4.3,0.0
2026-02-15,117.0,20.2,51,4.4,0.0
2026-02-16,134.0,19.3,65,3.8,0.0
2026-02-17,123.0,19.1,68,6.5,0.1
2026-02-18,129.0,19.5,63,3.3,1.3
2026-02-19,154.0,20.1,62,2.7,0.0
2026-02-20,167.0,21.0,58,4.5,0.0
2026-02-21,99.9,21.5,50,4.9,0.0
2026-02-22,99.7,21.3,56,3.3,0.0
2026-02-23,131.0,21.1,61,3.6,0.0
2026-02-24,120.0,20.8,61,2.9,0.0
2026-02-25,107.0,21.6,59,4.3,0.0
2026-02-26,105.0,22.2,50,4.6,0.0
2026-02-27,88.3,22.2,47,4.5,0.2
2026-02-28,120.0,23.0,57,6.0,0.0
2026-03-01,93.8,23.5,44,6.9,0.0
2026-03-02,88.4,23.7,41,7.6,0.0
2026-03-03,93.4,24.9,38,8.2,0.0
2026-03-04,102.0,25.6,46,4.7,0.0
2026-03-05,126.0,27.3,48,6.6,0.0
2026-03-06,106.0,27.4,45,2.7,0.0
2026-03-07,72.0,26.5,53,7.1,0.0
2026-03-08,137.0,27.3,60,3.6,0.0
2026-03-09,116.0,27.9,51,3.6,0.0
2026-03-10,93.8,27.6,53,6.1,0.0
2026-03-11,71.4,26.8,54,5.7,1.5
2026-03-12,64.8,23.2,70,8.2,23.8
2026-03-13,50.1,23.1,62,6.3,0.0
2026-03-14,84.0,23.4,49,5.9,0.0
2026-03-15,49.0,18.9,72,10.1,7.3
2026-03-16,18.5,16.8,75,9.7,0.2
2026-03-17,65.6,18.7,66,5.7,0.0
2026-03-18,77.7,17.5,76,7.5,4.5
2026-03-19,47.5,17.3,85,6.9,5.6
2026-03-20,42.2,17.8,82,4.5,0.6
2026-03-21,45.9,18.1,80,4.2,0.0
2026-03-22,50.9,21.1,66,6.0,0.0
2026-03-23,52.8,22.6,62,4.6,0.0
2026-03-24,55.0,23.7,54,6.6,0.0
2026-03-25,58.0,24.6,52,5.3,0.1
2026-03-26,27.4,23.9,59,8.5,1.8
2026-03-27,29.8,24.6,56,7.2,0.0
2026-03-28,39.0,25.4,50,5.5,0.3
2026-03-29,32.0,23.4,70,10.4,11.8
2026-03-30,32.7,24.1,66,8.7,2.3
2026-03-31,35.9,24.2,54,7.5,0.7
2026-04-01,40.7,25.1,49,5.4,0.0
2026-04-02,43.4,27.8,41,5.9,0.0
2026-04-03,34.2,23.1,64,9.6,6.3
2026-04-04,45.6,20.6,74,7.3,7.3
2026-04-05,38.8,21.9,59,5.1,0.1
2026-04-06,67.8,24.4,45,3.8,0.0
2026-04-07,54.1,19.9,71,9.6,15.8
2026-04-08,31.3,17.8,77,6.9,0.0
2026-04-09,36.8,19.4,71,5.4,1.9
2026-04-10,33.2,23.1,51,8.4,0.0
2026-04-11,28.7,23.2,58,6.8,4.0
2026-04-12,41.9,24.1,51,6.1,0.0
2026-04-13,79.6,26.8,37,5.9,0.0
2026-04-14,45.0,28.4,34,5.2,0.0
2026-04-15,66.1,29.8,36,6.7,0.0
2026-04-16,63.2,30.6,33,5.9,0.0
2026-04-17,20.6,29.1,33,13.6,0.0
2026-04-18,24.4,29.8,34,12.3,0.0
2026-04-19,35.0,29.0,37,8.9,0.0
2026-04-20,45.4,30.7,28,8.2,0.0
2026-04-21,38.6,31.8,28,7.8,0.0
2026-04-22,57.3,33.1,26,6.1,0.0
2026-04-23,78.3,33.1,29,6.0,0.0
2026-04-24,48.4,34.1,29,8.1,0.0
2026-04-25,41.0,33.4,30,8.0,0.0
2026-04-26,23.6,34.0,25,9.3,0.0
2026-04-27,58.8,33.5,26,5.9,0.0
2026-04-28,24.0,31.5,34,10.4,0.2
2026-04-29,26.8,27.5,53,6.6,0.0
2026-04-30,33.3,28.0,49,5.5,0.4
2026-05-01,41.0,30.2,38,6.0,0.0
2026-05-02,63.1,32.0,32,5.0,0.0
2026-05-03,21.4,29.1,40,11.6,0.0
2026-05-04,21.3,26.1,53,11.8,3.0
2026-05-05,35.6,25.1,60,5.5,0.7
2026-05-06,73.7,27.2,50,4.1,0.0
2026-05-07,63.0,27.8,47,7.8,0.0
2026-05-08,53.3,28.7,49,7.6,0.1
2026-05-09,90.0,31.1,44,5.3,0.0
2026-05-10,96.9,33.0,40,7.3,0.0
2026-05-11,37.3,29.2,58,9.2,2.2
2026-05-12,41.2,31.6,46,7.2,0.0
2026-05-13,60.3,32.7,39,7.7,0.0
2026-05-14,40.1,30.8,41,7.2,0.7
2026-05-15,34.6,30.7,41,6.5,0.0
2026-05-16,27.0,32.5,36,6.7,0.0
2026-05-17,26.0,33.7,36,7.9,0.0
2026-05-18,48.0,36.2,33,6.9,0.0
2026-05-19,36.6,36.5,27,6.1,0.0
2026-05-20,40.1,36.4,26,6.2,0.0
2026-05-21,24.2,36.3,23,12.2,0.3
2026-05-22,18.4,34.0,32,7.9,0.3
2026-05-23,36.8,35.1,27,6.4,1.3
2026-05-24,31.0,34.4,27,8.9,0.0
2026-05-25,32.9,35.3,24,8.5,0.0
2026-05-26,24.9,35.2,22,7.3,0.0
2026-05-27,27.6,37.2,21,7.7,0.0
2026-05-28,34.7,35.8,23,7.9,0.2
2026-05-29,24.6,33.4,32,10.6,0.1
2026-05-30,19.3,26.2,66,12.2,7.9
2026-05-31,25.7,28.0,57,9.2,0.0
2026-06-01,28.6,30.8,48,5.9,1.1
2026-06-02,33.0,33.0,40,5.6,0.3
2026-06-03,36.5,32.5,43,6.7,0.1
2026-06-04,40.0,31.0,49,6.7,5.5
2026-06-05,28.0,30.1,50,4.8,0.0
2026-06-06,43.5,34.2,33,4.1,0.0
2026-06-07,24.8,35.6,26,5.0,0.0
2026-06-08,35.9,36.9,25,5.9,0.0
2026-06-09,46.1,38.0,25,6.2,0.1
2026-06-10,38.0,37.8,30,5.7,0.0
2026-06-11,21.4,35.8,34,10.7,0.4
2026-06-12,11.9,29.3,60,13.4,0.6
2026-06-13,16.2,26.1,75,9.8,23.6
2026-06-14,27.2,29.3,59,2.9,0.0
2026-06-15,39.7,30.5,57,4.9,0.0
2026-06-16,37.7,29.1,65,5.4,3.0
2026-06-17,47.3,31.3,62,3.1,0.0
2026-06-18,39.1,32.2,53,4.2,0.3
2026-06-19,27.2,30.3,57,4.9,1.0
2026-06-20,30.8,33.1,46,5.4,0.1
2026-06-21,25.0,33.0,46,6.7,1.0
2026-06-22,24.8,30.8,52,5.7,2.4
2026-06-23,34.3,33.7,43,5.1,0.8
2026-06-24,48.6,34.1,43,7.6,0.3
2026-06-25,24.0,28.8,70,8.8,4.8
2026-06-26,38.7,31.6,65,3.7,0.3
2026-06-27,46.6,33.4,61,4.3,0.0
2026-06-28,41.9,33.9,58,7.8,7.3
2026-06-29,31.2,36.2,48,5.9,0.0
2026-06-30,38.4,36.1,48,7.0,0.5
2026-07-01,52.2,33.3,64,11.0,2.9
2026-07-02,17.5,29.9,74,7.8,14.2
2026-07-03,44.3,33.3,61,6.9,0.3
2026-07-04,44.0,34.1,57,6.4,1.1
2026-07-05,47.5,34.2,60,6.1,2.9
2026-07-07,60.1,32.7,67,6.5,7.6
2026-07-08,44.7,32.6,64,8.3,2.2
2026-07-09,53.8,32.5,64,5.9,0.7
2026-07-10,25.4,31.6,64,8.0,2.9
2026-07-11,32.2,30.4,75,7.9,1.4
2026-07-12,28.7,27.7,83,7.2,10.7
2026-07-13,69.2,29.8,77,3.4,0.5
2026-07-14,39.2,31.6,70,3.2,0.8
2026-07-15,23.4,31.1,64,4.6,0.3
2026-07-16,33.1,32.7,64,3.6,0.1
2026-07-17,44.3,34.1,56,6.6,0.0
2026-07-18,26.8,35.3,51,6.5,0.0
2026-07-19,30.2,34.7,56,4.6,0.0
2026-07-20,38.3,31.3,76,9.2,6.6
2026-07-21,38.3,28.1,87,10.2,34.1
2026-07-22,44.6,27.4,86,10.6,20.9
2026-07-23,30.8,26.7,89,9.0,60.7
2026-07-24,48.5,28.8,82,6.4,12.2
2026-07-25,53.6,27.9,88,9.3,31.6
2026-07-26,78.3,30.0,83,4.2,3.2
2026-07-27,78.9,32.0,76,3.4,0.4
2026-07-28,81.0,31.3,78,6.0,3.9
2026-07-29,41.1,29.6,81,6.7,0.8
2026-07-30,55.8,29.8,82,5.6,3.8
2026-07-31,42.0,28.6,87,8.5,18.1
2026-08-01,26.9,30.0,79,6.3,0.9
2026-08-02,36.0,30.9,77,5.5,1.9
2026-08-03,54.5,30.3,79,5.4,6.8
2026-08-04,59.3,29.8,83,3.1,5.6
2026-08-05,63.4,30.7,77,4.7,3.6
2026-08-06,34.9,29.8,77,7.6,5.5
2026-08-07,30.0,29.4,78,6.6,0.8
2026-08-08,18.9,28.2,83,5.9,6.8
2026-08-09,66.8,29.3,81,3.2,1.0
2026-08-10,105.0,30.9,76,4.3,0.1
2026-08-11,45.3,30.0,83,7.5,2.6
2026-08-12,50.0,31.2,77,5.0,0.2
2026-08-13,87.7,32.2,75,2.6,1.6
2026-08-14,50.8,30.5,82,4.2,16.3
2026-08-15,46.4,30.3,82,4.7,10.9
2026-08-16,28.7,29.7,81,6.3,11.9
2026-08-17,32.0,30.0,78,5.6,9.8
2026-08-18,34.8,30.5,78,5.2,3.9
2026-08-19,32.3,29.0,87,7.7,9.8
2026-08-20,20.2,29.4,84,6.7,22.3
2026-08-21,26.7,,,,
